pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
AHam	dDocent_Contig_34348	1	1000	0.0003796681930095	180	33	86918	844
CBat	dDocent_Contig_34348	1	1000	0.0002635672867997	180	164	622232	64
AHam	dDocent_Contig_34349	1	1000	0.0054529201430274	115	366	67120	164
CBat	dDocent_Contig_34349	1	1000	0.0051413734730292	115	1798	349712	636
AHam	dDocent_Contig_34360	1	1000	0.0	172	0	97121	358
CBat	dDocent_Contig_34360	1	1000	0.0	172	0	597616	24
AHam	dDocent_Contig_34379	1	1000	0.0048666059799733	135	278	57124	908
CBat	dDocent_Contig_34379	1	1000	0.0057907998750091	135	2613	451233	242
AHam	dDocent_Contig_34389	1	1000	0.0	74	0	34211	378
CBat	dDocent_Contig_34389	1	1000	0.0009419919058473	74	243	257964	0
AHam	dDocent_Contig_34395	1	1000	0.0	51	0	18332	444
CBat	dDocent_Contig_34395	1	1000	0.0	51	0	141645	458
AHam	dDocent_Contig_34401	1	1000	0.0	72	0	25051	658
CBat	dDocent_Contig_34401	1	1000	0.0042650688798322	72	1035	242669	102
AHam	dDocent_Contig_34403	1	1000	0.0	10	0	6300	0
CBat	dDocent_Contig_34403	1	1000	0.0	10	0	34860	0
AHam	dDocent_Contig_34407	1	1000	0.0	117	0	73710	0
CBat	dDocent_Contig_34407	1	1000	0.0	117	0	407862	0
AHam	dDocent_Contig_34410	1	1000	0.0	3	0	1890	0
CBat	dDocent_Contig_34410	1	1000	0.0	3	0	10458	0
AHam	dDocent_Contig_34414	1	1000	0.0	84	0	34206	588
CBat	dDocent_Contig_34414	1	1000	0.0	84	0	251582	516
AHam	dDocent_Contig_34415	1	1000	0.0019209247164548	149	115	59867	1078
CBat	dDocent_Contig_34415	1	1000	0.0009529084067697	149	468	491128	348
AHam	dDocent_Contig_34418	1	1000	0.0004272508350811	163	33	77238	800
CBat	dDocent_Contig_34418	1	1000	0.0	163	0	549857	226
AHam	dDocent_Contig_34425	1	1000	0.0	226	0	85142	2052
CBat	dDocent_Contig_34425	1	1000	0.0	226	0	651855	1786
AHam	dDocent_Contig_34429	1	1000	0.0076256678943819	94	294	38554	660
CBat	dDocent_Contig_34429	1	1000	0.0063130570104029	94	1931	305874	268
AHam	dDocent_Contig_34434	1	1000	0.0	86	0	54111	2
CBat	dDocent_Contig_34434	1	1000	0.0	86	0	272655	338
AHam	dDocent_Contig_34441	1	1000	0.0027014097982384	100	96	35537	886
CBat	dDocent_Contig_34441	1	1000	0.0061256487232154	100	2016	329108	240
AHam	dDocent_Contig_34465	1	1000	0.0	116	0	49980	720
CBat	dDocent_Contig_34465	1	1000	0.0	116	0	357093	590
AHam	dDocent_Contig_34466	1	1000	0.0098592377090129	111	671	68058	56
CBat	dDocent_Contig_34466	1	1000	0.0065011417023175	111	2477	381010	72
AHam	dDocent_Contig_34468	1	1000	0.0041976373772232	117	253	60272	404
CBat	dDocent_Contig_34468	1	1000	0.0035391860722118	117	1249	352906	688
AHam	dDocent_Contig_34473	1	1000	0.0	97	0	60972	4
CBat	dDocent_Contig_34473	1	1000	0.0	97	0	315302	280
AHam	dDocent_Contig_34475	1	1000	0.0004518400797731	144	29	64182	876
CBat	dDocent_Contig_34475	1	1000	0.0006051969241275	144	296	489097	158
AHam	dDocent_Contig_34477	1	1000	0.0	174	0	105918	108
CBat	dDocent_Contig_34477	1	1000	0.0	174	0	573147	418
AHam	dDocent_Contig_34478	1	1000	0.0014378501660964	144	87	60507	954
CBat	dDocent_Contig_34478	1	1000	0.0003190549428973	144	156	488944	160
AHam	dDocent_Contig_34479	1	1000	0.0	89	0	28979	902
CBat	dDocent_Contig_34479	1	1000	0.0	89	0	239095	910
AHam	dDocent_Contig_34481	1	1000	0.0	48	0	30240	0
CBat	dDocent_Contig_34481	1	1000	0.0	48	0	167328	0
AHam	dDocent_Contig_34482	1	1000	0.0	131	0	53813	914
CBat	dDocent_Contig_34482	1	1000	0.0001884971327996	131	83	440325	202
AHam	dDocent_Contig_34498	1	1000	0.0029348986125933	133	154	52472	1004
CBat	dDocent_Contig_34498	1	1000	0.0028692094137286	133	1265	440888	276
AHam	dDocent_Contig_34502	1	1000	0.0	90	0	48735	234
CBat	dDocent_Contig_34502	1	1000	0.0	90	0	251031	794
AHam	dDocent_Contig_34508	1	1000	0.0004208982783902	137	31	73652	388
CBat	dDocent_Contig_34508	1	1000	0.0009719659811906	137	432	444460	412
AHam	dDocent_Contig_34511	1	1000	0.0	47	0	15317	474
CBat	dDocent_Contig_34511	1	1000	0.0	47	0	151168	156
AHam	dDocent_Contig_34516	1	1000	0.0	156	0	82059	498
CBat	dDocent_Contig_34516	1	1000	0.0	156	0	502143	514
AHam	dDocent_Contig_34518	1	1000	0.0	105	0	49296	524
CBat	dDocent_Contig_34518	1	1000	0.0	105	0	324429	514
AHam	dDocent_Contig_34520	1	1000	0.0033852403520649	132	235	69419	458
CBat	dDocent_Contig_34520	1	1000	0.0026663308901171	132	1207	452682	92
AHam	dDocent_Contig_34530	1	1000	0.0	111	0	62011	230
CBat	dDocent_Contig_34530	1	1000	0.0004563005576685	111	158	346263	502
AHam	dDocent_Contig_34535	1	1000	0.0	94	0	40651	594
CBat	dDocent_Contig_34535	1	1000	0.0002665955745134	94	83	311333	206
AHam	dDocent_Contig_34536	1	1000	0.0	67	0	26216	508
CBat	dDocent_Contig_34536	1	1000	0.0	67	0	180844	676
AHam	dDocent_Contig_34546	1	1000	0.0	43	0	15092	388
CBat	dDocent_Contig_34546	1	1000	0.0	43	0	132961	210
AHam	dDocent_Contig_34550	1	1000	0.0	126	0	69325	294
CBat	dDocent_Contig_34550	1	1000	0.0	126	0	381326	732
AHam	dDocent_Contig_34559	1	1000	0.0	135	0	79957	154
CBat	dDocent_Contig_34559	1	1000	0.0	135	0	463969	82
AHam	dDocent_Contig_34565	1	1000	0.0	126	0	79242	4
CBat	dDocent_Contig_34565	1	1000	0.0	126	0	437916	16
AHam	dDocent_Contig_34567	1	1000	0.003463146889702	137	159	45912	1340
CBat	dDocent_Contig_34567	1	1000	0.0044235104040443	137	2037	460494	208
AHam	dDocent_Contig_34592	1	1000	0.0	207	0	129241	34
CBat	dDocent_Contig_34592	1	1000	0.0	207	0	715879	70
AHam	dDocent_Contig_34595	1	1000	0.0	14	0	2129	254
CBat	dDocent_Contig_34595	1	1000	0.0	14	0	23993	350
AHam	dDocent_Contig_34596	1	1000	0.0174980665119876	27	181	10344	212
CBat	dDocent_Contig_34596	1	1000	0.0132665056256701	27	1027	77413	210
AHam	dDocent_Contig_34601	1	1000	0.0032895966505925	109	176	53502	472
CBat	dDocent_Contig_34601	1	1000	0.0044745471819547	109	1606	358919	262
AHam	dDocent_Contig_34602	1	1000	0.0072265318679197	149	599	82889	338
CBat	dDocent_Contig_34602	1	1000	0.0078618900956394	149	3977	505858	168
AHam	dDocent_Contig_34607	1	1000	0.0011337868480725	49	35	30870	0
CBat	dDocent_Contig_34607	1	1000	0.0022406811670747	49	280	124962	592
AHam	dDocent_Contig_34613	1	1000	0.0	193	0	85511	1158
CBat	dDocent_Contig_34613	1	1000	0.0	193	0	652886	248
AHam	dDocent_Contig_34614	1	1000	0.0057018510356985	78	207	36304	392
CBat	dDocent_Contig_34614	1	1000	0.0050870213211474	78	1239	243561	350
AHam	dDocent_Contig_34615	1	1000	0.0	100	0	56579	194
CBat	dDocent_Contig_34615	1	1000	0.0	100	0	327789	254
AHam	dDocent_Contig_34629	1	1000	0.0	119	0	45817	930
CBat	dDocent_Contig_34629	1	1000	0.0	119	0	341990	920
AHam	dDocent_Contig_34631	1	1000	0.0	83	0	22148	1044
CBat	dDocent_Contig_34631	1	1000	0.0	83	0	272749	202
AHam	dDocent_Contig_34644	1	1000	0.0030669239362242	108	151	49235	594
CBat	dDocent_Contig_34644	1	1000	0.0026471216110439	108	930	351325	310
AHam	dDocent_Contig_34647	1	1000	0.0018559024325578	81	56	30174	680
CBat	dDocent_Contig_34647	1	1000	0.0006189027172209	81	156	252059	374
AHam	dDocent_Contig_34648	1	1000	0.0	135	0	78529	210
CBat	dDocent_Contig_34648	1	1000	0.0	135	0	426728	540
AHam	dDocent_Contig_34663	1	1000	0.0017976950980706	140	112	62302	804
CBat	dDocent_Contig_34663	1	1000	0.0022329932692714	140	1055	472460	192
AHam	dDocent_Contig_34678	1	1000	0.0	161	0	87140	444
CBat	dDocent_Contig_34678	1	1000	0.0	161	0	549984	140
AHam	dDocent_Contig_34679	1	1000	0.0008152243140651	145	64	78506	408
CBat	dDocent_Contig_34679	1	1000	0.0013183173939348	145	621	471055	422
AHam	dDocent_Contig_34691	1	1000	0.0	85	0	53550	0
CBat	dDocent_Contig_34691	1	1000	0.0	85	0	295650	8
AHam	dDocent_Contig_34692	1	1000	0.0	163	0	91497	362
CBat	dDocent_Contig_34692	1	1000	0.0	163	0	554321	170
AHam	dDocent_Contig_34695	1	1000	0.0068596515297022	66	200	29156	384
CBat	dDocent_Contig_34695	1	1000	0.00626856432785	66	1357	216477	166
AHam	dDocent_Contig_34717	1	1000	0.0	99	0	37955	782
CBat	dDocent_Contig_34717	1	1000	0.0	99	0	284159	766
AHam	dDocent_Contig_34720	1	1000	0.001967457958152	167	137	69633	1122
CBat	dDocent_Contig_34720	1	1000	0.0017774300944202	167	977	549670	400
AHam	dDocent_Contig_34721	1	1000	0.0093303608289984	75	339	36333	330
CBat	dDocent_Contig_34721	1	1000	0.0086480310462344	75	1756	203052	748
AHam	dDocent_Contig_34722	1	1000	0.0027352765193606	76	128	46796	32
CBat	dDocent_Contig_34722	1	1000	0.0026050660640806	76	528	202682	796
AHam	dDocent_Contig_34726	1	1000	0.0012612072625558	133	101	80082	112
CBat	dDocent_Contig_34726	1	1000	0.0029217244729541	133	1248	427145	450
AHam	dDocent_Contig_34733	1	1000	0.0	113	0	60101	330
CBat	dDocent_Contig_34733	1	1000	0.0019985361223252	113	699	349756	548
AHam	dDocent_Contig_34755	1	1000	0.0	51	0	15402	560
CBat	dDocent_Contig_34755	1	1000	0.0	51	0	144830	416
AHam	dDocent_Contig_34758	1	1000	0.0083896612994815	111	458	54591	486
CBat	dDocent_Contig_34758	1	1000	0.0057941582350566	111	1923	331886	688
AHam	dDocent_Contig_34759	1	1000	0.0	60	0	24288	424
CBat	dDocent_Contig_34759	1	1000	0.0	60	0	168624	512
AHam	dDocent_Contig_34761	1	1000	0.0076810871692608	112	416	54159	506
CBat	dDocent_Contig_34761	1	1000	0.007397151787645	112	2634	356083	426
AHam	dDocent_Contig_34766	1	1000	0.0028032931890862	152	206	73485	686
CBat	dDocent_Contig_34766	1	1000	0.0026700868120532	152	1170	438188	1152
AHam	dDocent_Contig_34768	1	1000	0.0035837155963302	59	75	20928	524
CBat	dDocent_Contig_34768	1	1000	0.0032273970146577	59	576	178472	340
AHam	dDocent_Contig_34777	1	1000	0.0	96	0	36765	774
CBat	dDocent_Contig_34777	1	1000	0.0	96	0	298247	458
AHam	dDocent_Contig_34782	1	1000	0.0	116	0	59401	414
CBat	dDocent_Contig_34782	1	1000	0.0	116	0	403716	8
AHam	dDocent_Contig_34783	1	1000	0.0	109	0	65721	90
CBat	dDocent_Contig_34783	1	1000	0.0	109	0	345030	432
AHam	dDocent_Contig_34788	1	1000	0.0	96	0	52454	236
CBat	dDocent_Contig_34788	1	1000	0.0	96	0	278374	708
AHam	dDocent_Contig_34789	1	1000	0.0	107	0	48043	622
CBat	dDocent_Contig_34789	1	1000	0.0	107	0	334352	476
AHam	dDocent_Contig_34802	1	1000	0.0	70	0	37880	184
CBat	dDocent_Contig_34802	1	1000	0.0	70	0	167631	1002
AHam	dDocent_Contig_34807	1	1000	0.0014246688012219	128	97	68086	372
CBat	dDocent_Contig_34807	1	1000	0.0003689057445822	128	164	444558	20
AHam	dDocent_Contig_34829	1	1000	0.0	152	0	64488	1016
CBat	dDocent_Contig_34829	1	1000	0.0003176472411174	152	164	516296	168
AHam	dDocent_Contig_34831	1	1000	0.0006732970394167	85	35	51983	46
CBat	dDocent_Contig_34831	1	1000	0.0028904092026899	85	744	257403	486
AHam	dDocent_Contig_34836	1	1000	0.0	45	0	10007	654
CBat	dDocent_Contig_34836	1	1000	0.0	45	0	141729	186
AHam	dDocent_Contig_34843	1	1000	0.0	6	0	2500	40
CBat	dDocent_Contig_34843	1	1000	0.0	6	0	16061	62
AHam	dDocent_Contig_34844	1	1000	0.0010401535123114	135	58	55761	930
CBat	dDocent_Contig_34844	1	1000	0.001263299868589	135	547	432993	474
AHam	dDocent_Contig_34845	1	1000	0.0	174	0	88204	672
CBat	dDocent_Contig_34845	1	1000	0.0003972917110197	174	237	596539	122
AHam	dDocent_Contig_34846	1	1000	0.0	96	0	53531	202
CBat	dDocent_Contig_34846	1	1000	0.0	96	0	320180	176
AHam	dDocent_Contig_34871	1	1000	0.0	66	0	30021	358
CBat	dDocent_Contig_34871	1	1000	0.0	66	0	200979	362
AHam	dDocent_Contig_34874	1	1000	0.0003109686136161	180	29	93257	638
CBat	dDocent_Contig_34874	1	1000	0.0002668992813248	180	164	614464	160
AHam	dDocent_Contig_34876	1	1000	0.0	123	0	64714	400
CBat	dDocent_Contig_34876	1	1000	0.0	123	0	417041	146
AHam	dDocent_Contig_34880	1	1000	0.0	163	0	84594	584
CBat	dDocent_Contig_34880	1	1000	0.0003081941109241	163	144	467238	1288
AHam	dDocent_Contig_34881	1	1000	0.0	123	0	56774	640
CBat	dDocent_Contig_34881	1	1000	0.0	123	0	407282	264
AHam	dDocent_Contig_34883	1	1000	0.0101033077433418	105	533	52755	406
CBat	dDocent_Contig_34883	1	1000	0.0079565554155443	105	2753	346004	244
AHam	dDocent_Contig_34901	1	1000	0.0	64	0	38753	46
CBat	dDocent_Contig_34901	1	1000	0.0	64	0	189293	422
AHam	dDocent_Contig_34903	1	1000	0.0	149	0	81776	364
CBat	dDocent_Contig_34903	1	1000	0.0006624763689831	149	328	495112	300
AHam	dDocent_Contig_34907	1	1000	0.0006037307005939	221	68	112633	946
CBat	dDocent_Contig_34907	1	1000	0.0004323550085542	221	326	754010	200
AHam	dDocent_Contig_34909	1	1000	0.003084283511226	159	254	82353	538
CBat	dDocent_Contig_34909	1	1000	0.0007489722133131	159	411	548752	68
AHam	dDocent_Contig_34916	1	1000	0.0016289056715533	97	99	60777	10
CBat	dDocent_Contig_34916	1	1000	0.0019897591296172	97	654	328683	118
AHam	dDocent_Contig_34917	1	1000	0.0081251801955285	101	310	38153	850
CBat	dDocent_Contig_34917	1	1000	0.0080506854235952	101	2779	345188	84
AHam	dDocent_Contig_34919	1	1000	0.0043684018929741	108	228	52193	478
CBat	dDocent_Contig_34919	1	1000	0.0025676476397392	108	858	334158	524
AHam	dDocent_Contig_34922	1	1000	0.0020065648306018	152	173	86217	310
CBat	dDocent_Contig_34922	1	1000	0.0017071579380919	152	887	519577	126
AHam	dDocent_Contig_34923	1	1000	0.0042144162099319	107	203	48168	596
CBat	dDocent_Contig_34923	1	1000	0.0048986241131923	107	1720	351119	270
AHam	dDocent_Contig_34931	1	1000	0.0181621533375507	99	890	49003	422
CBat	dDocent_Contig_34931	1	1000	0.0168321715112455	99	5119	304120	508
AHam	dDocent_Contig_34934	1	1000	0.0006225945211682	119	33	53004	724
CBat	dDocent_Contig_34934	1	1000	0.000416624326796	119	164	393640	260
AHam	dDocent_Contig_34944	1	1000	0.0	149	0	61543	1078
CBat	dDocent_Contig_34944	1	1000	0.0	149	0	498744	252
AHam	dDocent_Contig_34947	1	1000	0.0009044812936823	144	66	72970	548
CBat	dDocent_Contig_34947	1	1000	0.0026273270980861	144	1270	483381	230
AHam	dDocent_Contig_34953	1	1000	0.0	179	0	110805	58
CBat	dDocent_Contig_34953	1	1000	0.0	179	0	556708	844
AHam	dDocent_Contig_34964	1	1000	0.0030523793058221	138	256	83869	94
CBat	dDocent_Contig_34964	1	1000	0.0031653760940619	138	1443	455870	316
AHam	dDocent_Contig_34981	1	1000	0.0022647662761203	108	75	33116	1168
CBat	dDocent_Contig_34981	1	1000	0.0022164206300369	108	742	334774	516
AHam	dDocent_Contig_34991	1	1000	0.0	83	0	38039	438
CBat	dDocent_Contig_34991	1	1000	0.0	83	0	289173	2
AHam	dDocent_Contig_35006	1	1000	0.0	72	0	24278	692
CBat	dDocent_Contig_35006	1	1000	0.0	72	0	194250	724
AHam	dDocent_Contig_35008	1	1000	0.0048417132216014	103	299	61755	94
CBat	dDocent_Contig_35008	1	1000	0.0067077314948046	103	2191	326638	400
AHam	dDocent_Contig_35012	1	1000	0.0003839817670593	173	31	80733	882
CBat	dDocent_Contig_35012	1	1000	0.0001574597046301	173	77	489014	1456
AHam	dDocent_Contig_35030	1	1000	0.0	193	0	102079	614
CBat	dDocent_Contig_35030	1	1000	0.0	193	0	655523	214
AHam	dDocent_Contig_35031	1	1000	0.0003326458652118	177	35	105217	202
CBat	dDocent_Contig_35031	1	1000	0.0001352705819079	177	83	613585	42
AHam	dDocent_Contig_35035	1	1000	0.0	23	0	5996	292
CBat	dDocent_Contig_35035	1	1000	0.0	23	0	74797	66
AHam	dDocent_Contig_35037	1	1000	0.0	52	0	25670	212
CBat	dDocent_Contig_35037	1	1000	0.0	52	0	154819	330
AHam	dDocent_Contig_35041	1	1000	0.0006116449302527	98	31	50683	330
CBat	dDocent_Contig_35041	1	1000	0.0010399368238379	98	320	307711	426
AHam	dDocent_Contig_35042	1	1000	0.0	63	0	27207	390
CBat	dDocent_Contig_35042	1	1000	0.0	63	0	206341	162
AHam	dDocent_Contig_35048	1	1000	0.0	93	0	44175	438
CBat	dDocent_Contig_35048	1	1000	0.0	93	0	261353	794
AHam	dDocent_Contig_35051	1	1000	0.0	109	0	68670	0
CBat	dDocent_Contig_35051	1	1000	0.0	109	0	379974	0
AHam	dDocent_Contig_35062	1	1000	0.0	147	0	88616	116
CBat	dDocent_Contig_35062	1	1000	0.0	147	0	510961	18
AHam	dDocent_Contig_35064	1	1000	0.0	90	0	44731	362
CBat	dDocent_Contig_35064	1	1000	0.0	90	0	284998	356
AHam	dDocent_Contig_35067	1	1000	0.0	57	0	23598	384
CBat	dDocent_Contig_35067	1	1000	0.0	57	0	154987	558
AHam	dDocent_Contig_35069	1	1000	0.0	79	0	38566	344
CBat	dDocent_Contig_35069	1	1000	0.0	79	0	225511	630
AHam	dDocent_Contig_35071	1	1000	0.0	130	0	79626	68
CBat	dDocent_Contig_35071	1	1000	0.0	130	0	450596	32
AHam	dDocent_Contig_35080	1	1000	0.0033238819128404	150	279	83938	348
CBat	dDocent_Contig_35080	1	1000	0.0024632736590108	150	1244	505019	218
AHam	dDocent_Contig_35116	1	1000	0.0021869874248223	151	156	71331	734
CBat	dDocent_Contig_35116	1	1000	0.0034181526667432	151	1697	496467	366
AHam	dDocent_Contig_35118	1	1000	0.0017559361972086	148	155	88272	152
CBat	dDocent_Contig_35118	1	1000	0.0017951994460749	148	923	514149	22
AHam	dDocent_Contig_35123	1	1000	0.0	61	0	20932	588
CBat	dDocent_Contig_35123	1	1000	0.0	61	0	181347	390
AHam	dDocent_Contig_35136	1	1000	0.0	97	0	60765	10
CBat	dDocent_Contig_35136	1	1000	0.0	97	0	337317	10
AHam	dDocent_Contig_35138	1	1000	0.0083237174084974	169	642	77129	962
CBat	dDocent_Contig_35138	1	1000	0.0071167324915169	169	4094	575264	172
AHam	dDocent_Contig_35147	1	1000	0.0	87	0	45881	266
CBat	dDocent_Contig_35147	1	1000	0.0	87	0	274333	362
AHam	dDocent_Contig_35149	1	1000	0.0015299710398338	76	56	36602	340
CBat	dDocent_Contig_35149	1	1000	0.0032891189474819	76	671	204006	780
AHam	dDocent_Contig_35153	1	1000	0.0006662897754805	100	33	49528	416
CBat	dDocent_Contig_35153	1	1000	0.0012018575910927	100	375	312017	454
AHam	dDocent_Contig_35160	1	1000	0.0	47	0	23190	192
CBat	dDocent_Contig_35160	1	1000	0.0	47	0	123636	516
AHam	dDocent_Contig_35162	1	1000	0.0006733643978775	130	25	37127	1538
CBat	dDocent_Contig_35162	1	1000	0.0	130	0	440897	150
AHam	dDocent_Contig_35164	1	1000	0.0017743409117993	134	134	75521	294
CBat	dDocent_Contig_35164	1	1000	0.0027624119881362	134	1208	437299	370
AHam	dDocent_Contig_35169	1	1000	0.0131183383438097	39	192	14636	316
CBat	dDocent_Contig_35169	1	1000	0.0159783388092766	39	1493	93439	558
AHam	dDocent_Contig_35187	1	1000	0.0032300230098629	158	299	92569	214
CBat	dDocent_Contig_35187	1	1000	0.0039963110974485	158	2145	536745	174
AHam	dDocent_Contig_35198	1	1000	0.0022933226460044	76	103	44913	86
CBat	dDocent_Contig_35198	1	1000	0.0024293209817224	76	632	260155	58
AHam	dDocent_Contig_35201	1	1000	0.0160618018118157	38	289	17993	182
CBat	dDocent_Contig_35201	1	1000	0.0127927397858664	38	1435	112173	254
AHam	dDocent_Contig_35208	1	1000	0.0029706646862235	139	224	75404	412
CBat	dDocent_Contig_35208	1	1000	0.0001742928539929	139	83	476210	104
AHam	dDocent_Contig_35212	1	1000	0.0	156	0	71172	888
CBat	dDocent_Contig_35212	1	1000	0.0	156	0	541852	24
AHam	dDocent_Contig_35218	1	1000	0.0022389306599832	95	134	59850	0
CBat	dDocent_Contig_35218	1	1000	0.0007796987900463	95	247	316789	178
AHam	dDocent_Contig_35235	1	1000	0.0	99	0	61355	30
CBat	dDocent_Contig_35235	1	1000	0.0	99	0	285591	758
AHam	dDocent_Contig_35236	1	1000	0.0	162	0	74260	856
CBat	dDocent_Contig_35236	1	1000	0.0003214139037305	162	162	504023	802
AHam	dDocent_Contig_35239	1	1000	0.0	53	0	16686	552
CBat	dDocent_Contig_35239	1	1000	0.00231221713877	53	375	162182	280
AHam	dDocent_Contig_35241	1	1000	0.0012435476302205	163	106	85240	524
CBat	dDocent_Contig_35241	1	1000	0.0010033321673815	163	545	543190	304
AHam	dDocent_Contig_35246	1	1000	0.0	159	0	92163	238
CBat	dDocent_Contig_35246	1	1000	0.0	159	0	536107	222
AHam	dDocent_Contig_35260	1	1000	0.0	51	0	15154	568
CBat	dDocent_Contig_35260	1	1000	0.0	51	0	135008	548
AHam	dDocent_Contig_35261	1	1000	0.0085375460410057	93	401	46969	354
CBat	dDocent_Contig_35261	1	1000	0.0091319019121588	93	2736	299609	306
AHam	dDocent_Contig_35265	1	1000	0.0	138	0	74875	378
CBat	dDocent_Contig_35265	1	1000	0.0003476752970263	138	162	465952	184
AHam	dDocent_Contig_35289	1	1000	0.0	139	0	75795	358
CBat	dDocent_Contig_35289	1	1000	0.0	139	0	470395	174
AHam	dDocent_Contig_35290	1	1000	0.0	80	0	42361	238
CBat	dDocent_Contig_35290	1	1000	0.0	80	0	245948	408
AHam	dDocent_Contig_35308	1	1000	0.0019856240816488	137	100	50362	1160
CBat	dDocent_Contig_35308	1	1000	0.0013231667791581	137	594	448923	350
AHam	dDocent_Contig_35310	1	1000	0.0088487418195225	115	480	54245	554
CBat	dDocent_Contig_35310	1	1000	0.012008386417462	115	3889	323857	978
AHam	dDocent_Contig_35315	1	1000	0.0	65	0	27432	420
CBat	dDocent_Contig_35315	1	1000	0.0	65	0	166578	776
AHam	dDocent_Contig_35324	1	1000	0.010875599652664	129	764	70249	338
CBat	dDocent_Contig_35324	1	1000	0.010482634972962	129	4350	414972	428
AHam	dDocent_Contig_35352	1	1000	0.0	47	0	22003	238
CBat	dDocent_Contig_35352	1	1000	0.0	47	0	120985	554
AHam	dDocent_Contig_35368	1	1000	0.0093883685975257	115	406	43245	938
CBat	dDocent_Contig_35368	1	1000	0.0089736708094196	115	3260	363285	466
AHam	dDocent_Contig_35369	1	1000	0.0	81	0	34392	516
CBat	dDocent_Contig_35369	1	1000	0.0	81	0	227036	700
AHam	dDocent_Contig_35374	1	1000	0.0014649591229147	121	93	63483	398
CBat	dDocent_Contig_35374	1	1000	0.0	121	0	421146	8
AHam	dDocent_Contig_35375	1	1000	0.0	112	0	68096	72
CBat	dDocent_Contig_35375	1	1000	0.0	112	0	369895	250
AHam	dDocent_Contig_35383	1	1000	0.0	57	0	30943	182
CBat	dDocent_Contig_35383	1	1000	0.0	57	0	146822	672
AHam	dDocent_Contig_35391	1	1000	0.0	65	0	22189	610
CBat	dDocent_Contig_35391	1	1000	0.0	65	0	157571	902
AHam	dDocent_Contig_35396	1	1000	0.0	49	0	24304	196
CBat	dDocent_Contig_35396	1	1000	0.0	49	0	162729	98
AHam	dDocent_Contig_35408	1	1000	0.0	35	0	14541	234
CBat	dDocent_Contig_35408	1	1000	0.0	35	0	83570	504
AHam	dDocent_Contig_35410	1	1000	0.0	143	0	73107	558
CBat	dDocent_Contig_35410	1	1000	0.0	143	0	467464	380
AHam	dDocent_Contig_35415	1	1000	0.006972343899847	80	269	38581	358
CBat	dDocent_Contig_35415	1	1000	0.0053461077351335	80	1039	194347	1106
AHam	dDocent_Contig_35417	1	1000	0.0	106	0	65103	50
CBat	dDocent_Contig_35417	1	1000	0.0	106	0	340526	364
AHam	dDocent_Contig_35423	1	1000	0.0004362838587437	143	35	80223	294
CBat	dDocent_Contig_35423	1	1000	0.0015522706016834	143	717	461904	452
AHam	dDocent_Contig_35436	1	1000	0.0099229664447055	42	228	22977	102
CBat	dDocent_Contig_35436	1	1000	0.0069820935925977	42	944	135203	138
AHam	dDocent_Contig_35440	1	1000	0.0	76	0	45968	56
CBat	dDocent_Contig_35440	1	1000	0.0	76	0	237507	338
AHam	dDocent_Contig_35447	1	1000	0.0037932669511616	117	136	35853	1266
CBat	dDocent_Contig_35447	1	1000	0.003071807850727	117	1238	403020	60
AHam	dDocent_Contig_35448	1	1000	0.0003373201360845	188	35	103759	450
CBat	dDocent_Contig_35448	1	1000	0.0001282986669304	188	83	646928	104
AHam	dDocent_Contig_35450	1	1000	0.0	70	0	26698	556
CBat	dDocent_Contig_35450	1	1000	0.0	70	0	214223	370
AHam	dDocent_Contig_35454	1	1000	0.0032467532467532	106	151	46508	632
CBat	dDocent_Contig_35454	1	1000	0.0030800590110026	106	1094	355188	176
AHam	dDocent_Contig_35466	1	1000	0.0	63	0	37486	64
CBat	dDocent_Contig_35466	1	1000	0.0	63	0	179557	506
AHam	dDocent_Contig_35468	1	1000	0.0006647652949627	99	31	46633	482
CBat	dDocent_Contig_35468	1	1000	0.0004872353257494	99	164	336593	106
AHam	dDocent_Contig_35469	1	1000	0.0033710752671917	137	223	66151	694
CBat	dDocent_Contig_35469	1	1000	0.003512558316919	137	1621	461487	198
AHam	dDocent_Contig_35475	1	1000	0.0	110	0	52047	530
CBat	dDocent_Contig_35475	1	1000	0.0	110	0	382305	14
AHam	dDocent_Contig_35492	1	1000	0.0	24	0	7028	272
CBat	dDocent_Contig_35492	1	1000	0.0	24	0	66322	220
AHam	dDocent_Contig_35498	1	1000	0.0083490009878588	84	262	31381	686
CBat	dDocent_Contig_35498	1	1000	0.0082504777018492	84	2038	247016	576
AHam	dDocent_Contig_35500	1	1000	0.0004726089363598	128	35	74057	206
CBat	dDocent_Contig_35500	1	1000	0.0007354566825038	128	326	443262	36
AHam	dDocent_Contig_35504	1	1000	0.0	110	0	68748	16
CBat	dDocent_Contig_35504	1	1000	0.0	110	0	383460	0
AHam	dDocent_Contig_35518	1	1000	0.0	111	0	63162	200
CBat	dDocent_Contig_35518	1	1000	0.0	111	0	302206	1088
AHam	dDocent_Contig_35527	1	1000	0.0034748416889559	112	152	43743	858
CBat	dDocent_Contig_35527	1	1000	0.0045409533813689	112	1660	365562	308
AHam	dDocent_Contig_35542	1	1000	0.0	3	0	1134	24
CBat	dDocent_Contig_35542	1	1000	0.0	3	0	7245	42
AHam	dDocent_Contig_35547	1	1000	0.0010663966564694	159	99	92836	236
